year,country,country_code,infant_mortality_rate,isRegion
2020,United Kingdom,GBR,3.6,
1960,Iraq,IRQ,128.9,
1961,Iraq,IRQ,122,
1962,Iraq,IRQ,116,
1963,Iraq,IRQ,110.4,
1964,Iraq,IRQ,105.1,
1965,Iraq,IRQ,100.4,
1966,Iraq,IRQ,95.8,
1967,Iraq,IRQ,91.6,
1968,Iraq,IRQ,87.7,
1969,Iraq,IRQ,84,
1970,Iraq,IRQ,80.6,
1971,Iraq,IRQ,77.3,
1972,Iraq,IRQ,74.2,
1973,Iraq,IRQ,71.2,
1974,Iraq,IRQ,68.4,
1975,Iraq,IRQ,65.7,
1976,Iraq,IRQ,63.2,
1977,Iraq,IRQ,60.8,
1978,Iraq,IRQ,58.6,
1979,Iraq,IRQ,56.6,
1980,Iraq,IRQ,54.7,
1981,Iraq,IRQ,53,
1982,Iraq,IRQ,51.4,
1983,Iraq,IRQ,49.9,
1984,Iraq,IRQ,48.6,
1985,Iraq,IRQ,47.3,
1986,Iraq,IRQ,46.1,
1987,Iraq,IRQ,45,
1988,Iraq,IRQ,44,
1989,Iraq,IRQ,43.1,
1990,Iraq,IRQ,42.3,
1991,Iraq,IRQ,41.6,
1992,Iraq,IRQ,40.8,
1993,Iraq,IRQ,40.2,
1994,Iraq,IRQ,39.5,
1995,Iraq,IRQ,38.9,
1996,Iraq,IRQ,38.2,
1997,Iraq,IRQ,37.6,
1998,Iraq,IRQ,36.9,
1999,Iraq,IRQ,36.3,
2000,Iraq,IRQ,35.6,
2001,Iraq,IRQ,34.9,
2002,Iraq,IRQ,34.3,
2003,Iraq,IRQ,33.7,
2004,Iraq,IRQ,33.1,
2005,Iraq,IRQ,32.4,
2006,Iraq,IRQ,31.8,
2007,Iraq,IRQ,31.1,
2008,Iraq,IRQ,30.3,
2009,Iraq,IRQ,29.5,
2010,Iraq,IRQ,28.7,
2011,Iraq,IRQ,27.9,
2012,Iraq,IRQ,27.1,
2013,Iraq,IRQ,26.3,
2014,Iraq,IRQ,25.5,
2015,Iraq,IRQ,24.8,
2016,Iraq,IRQ,24.1,
2017,Iraq,IRQ,23.4,
2018,Iraq,IRQ,22.7,
2019,Iraq,IRQ,22,
2020,Iraq,IRQ,21.3,
1960,Venezuela,VEN,59,
1961,Venezuela,VEN,57.4,
1962,Venezuela,VEN,56,
1963,Venezuela,VEN,54.7,
1964,Venezuela,VEN,53.7,
1965,Venezuela,VEN,52.8,
1966,Venezuela,VEN,51.9,
1967,Venezuela,VEN,51.1,
1968,Venezuela,VEN,50.2,
1969,Venezuela,VEN,49.3,
1970,Venezuela,VEN,48.2,
1971,Venezuela,VEN,47,
1972,Venezuela,VEN,45.7,
1973,Venezuela,VEN,44.4,
1974,Venezuela,VEN,43.2,
1975,Venezuela,VEN,42,
1976,Venezuela,VEN,40.7,
1977,Venezuela,VEN,39.4,
1978,Venezuela,VEN,38.1,
1979,Venezuela,VEN,36.7,
1980,Venezuela,VEN,35.3,
1981,Venezuela,VEN,34,
1982,Venezuela,VEN,32.8,
1983,Venezuela,VEN,31.7,
1984,Venezuela,VEN,30.7,
1985,Venezuela,VEN,29.7,
1986,Venezuela,VEN,28.7,
1987,Venezuela,VEN,27.7,
1988,Venezuela,VEN,26.7,
1989,Venezuela,VEN,25.6,
1990,Venezuela,VEN,24.7,
1991,Venezuela,VEN,23.9,
1992,Venezuela,VEN,23.3,
1993,Venezuela,VEN,22.9,
1994,Venezuela,VEN,22.5,
1995,Venezuela,VEN,22.1,
1996,Venezuela,VEN,21.5,
1997,Venezuela,VEN,20.7,
1998,Venezuela,VEN,19.9,
1999,Venezuela,VEN,33,
2000,Venezuela,VEN,18.4,
2001,Venezuela,VEN,17.8,
2002,Venezuela,VEN,17.4,
2003,Venezuela,VEN,16.9,
2004,Venezuela,VEN,16.4,
2005,Venezuela,VEN,15.8,
2006,Venezuela,VEN,15.4,
2007,Venezuela,VEN,15,
2008,Venezuela,VEN,14.7,
2009,Venezuela,VEN,14.6,
2010,Venezuela,VEN,14.7,
2011,Venezuela,VEN,14.7,
2012,Venezuela,VEN,14.9,
2013,Venezuela,VEN,15.1,
2014,Venezuela,VEN,15.4,
2015,Venezuela,VEN,16.4,
2016,Venezuela,VEN,21.1,
2017,Venezuela,VEN,21.1,
2018,Venezuela,VEN,21.1,
2019,Venezuela,VEN,21.1,
2020,Venezuela,VEN,21.1,
1971,Ukraine,UKR,27.2,
1972,Ukraine,UKR,26.4,
1973,Ukraine,UKR,25.7,
1974,Ukraine,UKR,25.1,
1975,Ukraine,UKR,24.5,
1976,Ukraine,UKR,24,
1977,Ukraine,UKR,23.6,
1978,Ukraine,UKR,23.1,
1979,Ukraine,UKR,22.7,
1980,Ukraine,UKR,22.2,
1981,Ukraine,UKR,21.7,
1982,Ukraine,UKR,21,
1983,Ukraine,UKR,20.3,
1984,Ukraine,UKR,19.5,
1985,Ukraine,UKR,18.8,
1986,Ukraine,UKR,18.1,
1987,Ukraine,UKR,17.5,
1988,Ukraine,UKR,17.1,
1989,Ukraine,UKR,16.7,
1990,Ukraine,UKR,16.5,
1991,Ukraine,UKR,16.5,
1992,Ukraine,UKR,16.7,
1993,Ukraine,UKR,16.9,
1994,Ukraine,UKR,17.1,
1995,Ukraine,UKR,17.3,
1996,Ukraine,UKR,17.3,
1997,Ukraine,UKR,17.1,
1998,Ukraine,UKR,16.8,
1999,Ukraine,UKR,16.3,
2000,Ukraine,UKR,15.7,
2001,Ukraine,UKR,15,
2002,Ukraine,UKR,14.3,
2003,Ukraine,UKR,13.6,
2004,Ukraine,UKR,13,
2005,Ukraine,UKR,12.5,
2006,Ukraine,UKR,12,
2007,Ukraine,UKR,11.5,
2008,Ukraine,UKR,11.1,
2009,Ukraine,UKR,10.6,
2010,Ukraine,UKR,10.1,
2011,Ukraine,UKR,9.6,
2012,Ukraine,UKR,9.2,
2013,Ukraine,UKR,8.8,
2014,Ukraine,UKR,8.4,
2015,Ukraine,UKR,8.1,
2016,Ukraine,UKR,7.9,
2017,Ukraine,UKR,7.6,
2018,Ukraine,UKR,7.4,
2019,Ukraine,UKR,7.2,
2020,Ukraine,UKR,6.9,
1964,Vietnam,VNM,56.9,
1965,Vietnam,VNM,56.6,
1966,Vietnam,VNM,56.3,
1967,Vietnam,VNM,55.9,
1968,Vietnam,VNM,55.6,
1969,Vietnam,VNM,55.2,
1970,Vietnam,VNM,54.7,
1971,Vietnam,VNM,54.3,
1972,Vietnam,VNM,53.7,
1973,Vietnam,VNM,53.1,
1974,Vietnam,VNM,52.4,
1975,Vietnam,VNM,51.6,
1976,Vietnam,VNM,50.8,
1977,Vietnam,VNM,49.9,
1978,Vietnam,VNM,49,
1979,Vietnam,VNM,48,
1980,Vietnam,VNM,47.1,
1981,Vietnam,VNM,46.2,
1982,Vietnam,VNM,45.4,
1983,Vietnam,VNM,44.6,
1984,Vietnam,VNM,43.8,
1985,Vietnam,VNM,43,
1986,Vietnam,VNM,42.1,
1987,Vietnam,VNM,41,
1988,Vietnam,VNM,39.8,
1989,Vietnam,VNM,38.5,
1990,Vietnam,VNM,37.1,
1991,Vietnam,VNM,35.6,
1992,Vietnam,VNM,34.1,
1993,Vietnam,VNM,32.6,
1994,Vietnam,VNM,31.1,
1995,Vietnam,VNM,29.6,
1996,Vietnam,VNM,28.2,
1997,Vietnam,VNM,26.8,
1998,Vietnam,VNM,25.6,
1999,Vietnam,VNM,24.5,
2000,Vietnam,VNM,23.5,
2001,Vietnam,VNM,22.6,
2002,Vietnam,VNM,21.7,
2003,Vietnam,VNM,21,
2004,Vietnam,VNM,20.4,
2005,Vietnam,VNM,19.9,
2006,Vietnam,VNM,19.4,
2007,Vietnam,VNM,19.1,
2008,Vietnam,VNM,18.8,
2009,Vietnam,VNM,18.5,
2010,Vietnam,VNM,18.3,
2011,Vietnam,VNM,18.1,
2012,Vietnam,VNM,17.9,
2013,Vietnam,VNM,17.8,
2014,Vietnam,VNM,17.6,
2015,Vietnam,VNM,17.4,
2016,Vietnam,VNM,17.3,
2017,Vietnam,VNM,17.1,
2018,Vietnam,VNM,17,
2019,Vietnam,VNM,16.9,
2020,Vietnam,VNM,16.7,
1960,United Arab Emirates,ARE,133.2,
1961,United Arab Emirates,ARE,126.9,
1962,United Arab Emirates,ARE,120.7,
1963,United Arab Emirates,ARE,114.7,
1964,United Arab Emirates,ARE,108.4,
1965,United Arab Emirates,ARE,102.1,
1966,United Arab Emirates,ARE,95.6,
1967,United Arab Emirates,ARE,89.1,
1968,United Arab Emirates,ARE,82.6,
1969,United Arab Emirates,ARE,76.4,
1970,United Arab Emirates,ARE,70.3,
1971,United Arab Emirates,ARE,64.6,
1972,United Arab Emirates,ARE,59.3,
1973,United Arab Emirates,ARE,54.5,
1974,United Arab Emirates,ARE,50.1,
1975,United Arab Emirates,ARE,45.9,
1976,United Arab Emirates,ARE,42,
1977,United Arab Emirates,ARE,38.3,
1978,United Arab Emirates,ARE,34.9,
1979,United Arab Emirates,ARE,31.9,
1980,United Arab Emirates,ARE,29,
1981,United Arab Emirates,ARE,26.5,
1982,United Arab Emirates,ARE,24.3,
1983,United Arab Emirates,ARE,22.4,
1984,United Arab Emirates,ARE,20.8,
1985,United Arab Emirates,ARE,19.3,
1986,United Arab Emirates,ARE,18,
1987,United Arab Emirates,ARE,16.9,
1988,United Arab Emirates,ARE,15.9,
1989,United Arab Emirates,ARE,15,
1990,United Arab Emirates,ARE,14.2,
1991,United Arab Emirates,ARE,13.5,
1992,United Arab Emirates,ARE,12.8,
1993,United Arab Emirates,ARE,12.2,
1994,United Arab Emirates,ARE,11.7,
1995,United Arab Emirates,ARE,11.3,
1996,United Arab Emirates,ARE,10.9,
1997,United Arab Emirates,ARE,10.5,
1998,United Arab Emirates,ARE,10.2,
1999,United Arab Emirates,ARE,9.9,
2000,United Arab Emirates,ARE,9.6,
2001,United Arab Emirates,ARE,9.3,
2002,United Arab Emirates,ARE,9.1,
2003,United Arab Emirates,ARE,8.9,
2004,United Arab Emirates,ARE,8.6,
2005,United Arab Emirates,ARE,8.4,
2006,United Arab Emirates,ARE,8.2,
2007,United Arab Emirates,ARE,8.1,
2008,United Arab Emirates,ARE,7.9,
2009,United Arab Emirates,ARE,7.6,
2010,United Arab Emirates,ARE,7.4,
2011,United Arab Emirates,ARE,7.2,
2012,United Arab Emirates,ARE,7,
2013,United Arab Emirates,ARE,6.8,
2014,United Arab Emirates,ARE,6.7,
2015,United Arab Emirates,ARE,6.5,
2016,United Arab Emirates,ARE,6.3,
2017,United Arab Emirates,ARE,6.2,
2018,United Arab Emirates,ARE,6,
2019,United Arab Emirates,ARE,5.8,
2020,United Arab Emirates,ARE,5.6,
1979,Uzbekistan,UZB,97.8,
1980,Uzbekistan,UZB,91.6,
1981,Uzbekistan,UZB,85.9,
1982,Uzbekistan,UZB,80.9,
1983,Uzbekistan,UZB,76.1,
1984,Uzbekistan,UZB,71.9,
1985,Uzbekistan,UZB,68.1,
1986,Uzbekistan,UZB,64.8,
1987,Uzbekistan,UZB,62.1,
1988,Uzbekistan,UZB,60,
1989,Uzbekistan,UZB,58.7,
1990,Uzbekistan,UZB,58.1,
1991,Uzbekistan,UZB,58,
1992,Uzbekistan,UZB,57.9,
1993,Uzbekistan,UZB,57.9,
1994,Uzbekistan,UZB,57.7,
1995,Uzbekistan,UZB,57.3,
1996,Uzbekistan,UZB,56.6,
1997,Uzbekistan,UZB,55.7,
1998,Uzbekistan,UZB,54.5,
1999,Uzbekistan,UZB,52.9,
2000,Uzbekistan,UZB,50.8,
2001,Uzbekistan,UZB,48.4,
2002,Uzbekistan,UZB,45.7,
2003,Uzbekistan,UZB,43,
2004,Uzbekistan,UZB,40.1,
2005,Uzbekistan,UZB,37.4,
2006,Uzbekistan,UZB,34.8,
2007,Uzbekistan,UZB,32.2,
2008,Uzbekistan,UZB,29.8,
2009,Uzbekistan,UZB,27.5,
2010,Uzbekistan,UZB,25.4,
2011,Uzbekistan,UZB,23.4,
2012,Uzbekistan,UZB,21.7,
2013,Uzbekistan,UZB,20,
2014,Uzbekistan,UZB,18.6,
2015,Uzbekistan,UZB,17.3,
2016,Uzbekistan,UZB,16.1,
2017,Uzbekistan,UZB,15,
2018,Uzbekistan,UZB,14.1,
2019,Uzbekistan,UZB,13.3,
2020,Uzbekistan,UZB,12.5,
1960,United States,USA,25.9,
1961,United States,USA,25.4,
1962,United States,USA,24.9,
1963,United States,USA,24.4,
1964,United States,USA,23.8,
1965,United States,USA,23.3,
1966,United States,USA,22.7,
1967,United States,USA,22,
1968,United States,USA,21.3,
1969,United States,USA,20.6,
1970,United States,USA,19.9,
1971,United States,USA,19.1,
1972,United States,USA,18.3,
1973,United States,USA,17.5,
1974,United States,USA,16.7,
1975,United States,USA,15.9,
1976,United States,USA,15.2,
1977,United States,USA,14.5,
1978,United States,USA,13.8,
1979,United States,USA,13.2,
1980,United States,USA,12.6,
1981,United States,USA,12.1,
1982,United States,USA,11.7,
1983,United States,USA,11.3,
1984,United States,USA,10.9,
1985,United States,USA,10.6,
1986,United States,USA,10.4,
1987,United States,USA,10.2,
1988,United States,USA,9.9,
1989,United States,USA,9.7,
1990,United States,USA,9.4,
1991,United States,USA,9.1,
1992,United States,USA,8.8,
1993,United States,USA,8.5,
1994,United States,USA,8.2,
1995,United States,USA,7.9,
1996,United States,USA,7.7,
1997,United States,USA,7.5,
1998,United States,USA,7.4,
1999,United States,USA,7.2,
2000,United States,USA,7.1,
2001,United States,USA,7,
2002,United States,USA,6.9,
2003,United States,USA,6.9,
2004,United States,USA,6.8,
2005,United States,USA,6.7,
2006,United States,USA,6.7,
2007,United States,USA,6.6,
2008,United States,USA,6.5,
2009,United States,USA,6.4,
2010,United States,USA,6.2,
2011,United States,USA,6.1,
2012,United States,USA,6,
2013,United States,USA,6,
2014,United States,USA,5.9,
2015,United States,USA,5.8,
2016,United States,USA,5.7,
2017,United States,USA,5.7,
2018,United States,USA,5.6,
2019,United States,USA,5.5,
2020,United States,USA,5.4,
1960,Vanuatu,VUT,104.8,
1961,Vanuatu,VUT,102.4,
1962,Vanuatu,VUT,99.9,
1963,Vanuatu,VUT,97.3,
1964,Vanuatu,VUT,94.4,
1965,Vanuatu,VUT,91.4,
1966,Vanuatu,VUT,88.5,
1967,Vanuatu,VUT,85.5,
1968,Vanuatu,VUT,82.4,
1969,Vanuatu,VUT,79.5,
1970,Vanuatu,VUT,76.6,
1971,Vanuatu,VUT,73.8,
1972,Vanuatu,VUT,71.1,
1973,Vanuatu,VUT,68.5,
1974,Vanuatu,VUT,66.2,
1975,Vanuatu,VUT,63.8,
1976,Vanuatu,VUT,61.5,
1977,Vanuatu,VUT,59.1,
1978,Vanuatu,VUT,56.6,
1979,Vanuatu,VUT,54,
1980,Vanuatu,VUT,51.3,
1981,Vanuatu,VUT,48.6,
1982,Vanuatu,VUT,45.7,
1983,Vanuatu,VUT,42.8,
1984,Vanuatu,VUT,40.1,
1985,Vanuatu,VUT,37.6,
1986,Vanuatu,VUT,35.3,
1987,Vanuatu,VUT,33.4,
1988,Vanuatu,VUT,31.7,
1989,Vanuatu,VUT,30.2,
1990,Vanuatu,VUT,29,
1991,Vanuatu,VUT,28,
1992,Vanuatu,VUT,27,
1993,Vanuatu,VUT,26.3,
1994,Vanuatu,VUT,25.7,
1995,Vanuatu,VUT,25.2,
1996,Vanuatu,VUT,24.8,
1997,Vanuatu,VUT,24.5,
1998,Vanuatu,VUT,24.3,
1999,Vanuatu,VUT,24.1,
2000,Vanuatu,VUT,23.9,
2001,Vanuatu,VUT,23.7,
2002,Vanuatu,VUT,23.6,
2003,Vanuatu,VUT,23.5,
2004,Vanuatu,VUT,23.6,
2005,Vanuatu,VUT,23.6,
2006,Vanuatu,VUT,23.8,
2007,Vanuatu,VUT,23.9,
2008,Vanuatu,VUT,24.1,
2009,Vanuatu,VUT,24.2,
2010,Vanuatu,VUT,24.3,
2011,Vanuatu,VUT,24.5,
2012,Vanuatu,VUT,24.5,
2013,Vanuatu,VUT,24.3,
2014,Vanuatu,VUT,24.1,
2015,Vanuatu,VUT,23.6,
2016,Vanuatu,VUT,23.2,
2017,Vanuatu,VUT,22.7,
2018,Vanuatu,VUT,22.2,
2019,Vanuatu,VUT,21.6,
2020,Vanuatu,VUT,21.1,
1960,Denmark,DNK,21.3,
1961,Denmark,DNK,20.8,
1962,Denmark,DNK,20.2,
1963,Denmark,DNK,19.5,
1964,Denmark,DNK,18.8,
1965,Denmark,DNK,17.9,
1966,Denmark,DNK,16.9,
1967,Denmark,DNK,16,
1968,Denmark,DNK,15.2,
1969,Denmark,DNK,14.6,
1970,Denmark,DNK,14,
1971,Denmark,DNK,13.2,
1972,Denmark,DNK,12.4,
1973,Denmark,DNK,11.6,
1974,Denmark,DNK,10.9,
1975,Denmark,DNK,10.2,
1976,Denmark,DNK,9.7,
1977,Denmark,DNK,9.2,
1978,Denmark,DNK,8.8,
1979,Denmark,DNK,8.5,
1980,Denmark,DNK,8.2,
1981,Denmark,DNK,8,
1982,Denmark,DNK,7.9,
1983,Denmark,DNK,7.9,
1984,Denmark,DNK,7.9,
1985,Denmark,DNK,7.9,
1986,Denmark,DNK,8,
1987,Denmark,DNK,8,
1988,Denmark,DNK,7.9,
1989,Denmark,DNK,7.7,
1990,Denmark,DNK,7.4,
1991,Denmark,DNK,7,
1992,Denmark,DNK,6.5,
1993,Denmark,DNK,6.1,
1994,Denmark,DNK,5.7,
1995,Denmark,DNK,5.4,
1996,Denmark,DNK,5.2,
1997,Denmark,DNK,5,
1998,Denmark,DNK,4.9,
1999,Denmark,DNK,4.8,
2000,Denmark,DNK,4.7,
2001,Denmark,DNK,4.7,
2002,Denmark,DNK,4.6,
2003,Denmark,DNK,4.5,
2004,Denmark,DNK,4.3,
2005,Denmark,DNK,4.2,
2006,Denmark,DNK,4,
2007,Denmark,DNK,3.8,
2008,Denmark,DNK,3.7,
2009,Denmark,DNK,3.6,
2010,Denmark,DNK,3.5,
2011,Denmark,DNK,3.4,
2012,Denmark,DNK,3.5,
2013,Denmark,DNK,3.5,
2014,Denmark,DNK,3.5,
2015,Denmark,DNK,3.5,
2016,Denmark,DNK,3.5,
2017,Denmark,DNK,3.4,
2018,Denmark,DNK,3.3,
2019,Denmark,DNK,3.2,
2020,Denmark,DNK,3.1,
1960,Zambia,ZMB,121.5,
1961,Zambia,ZMB,119.5,
1962,Zambia,ZMB,117.6,
1963,Zambia,ZMB,116,
1964,Zambia,ZMB,114.7,
1965,Zambia,ZMB,113.8,
1966,Zambia,ZMB,113.3,
1967,Zambia,ZMB,112.9,
1968,Zambia,ZMB,112.2,
1969,Zambia,ZMB,111,
1970,Zambia,ZMB,109.1,
1971,Zambia,ZMB,106.4,
1972,Zambia,ZMB,103.4,
1973,Zambia,ZMB,100.3,
1974,Zambia,ZMB,97.6,
1975,Zambia,ZMB,95.7,
1976,Zambia,ZMB,94.7,
1977,Zambia,ZMB,94.6,
1978,Zambia,ZMB,94.8,
1979,Zambia,ZMB,95.2,
1980,Zambia,ZMB,95.7,
1981,Zambia,ZMB,96.1,
1982,Zambia,ZMB,96.6,
1983,Zambia,ZMB,97.7,
1984,Zambia,ZMB,99.5,
1985,Zambia,ZMB,101.6,
1986,Zambia,ZMB,103.9,
1987,Zambia,ZMB,105.9,
1988,Zambia,ZMB,107.2,
1989,Zambia,ZMB,107.9,
1990,Zambia,ZMB,108.1,
1991,Zambia,ZMB,107.9,
1992,Zambia,ZMB,107.1,
1993,Zambia,ZMB,105.8,
1994,Zambia,ZMB,103.6,
1995,Zambia,ZMB,101.3,
1996,Zambia,ZMB,99.2,
1997,Zambia,ZMB,97.5,
1998,Zambia,ZMB,95.7,
1999,Zambia,ZMB,93.5,
2000,Zambia,ZMB,90.2,
2001,Zambia,ZMB,85.3,
2002,Zambia,ZMB,79.2,
2003,Zambia,ZMB,73.2,
2004,Zambia,ZMB,67.1,
2005,Zambia,ZMB,61.9,
2006,Zambia,ZMB,58.4,
2007,Zambia,ZMB,56.7,
2008,Zambia,ZMB,54.5,
2009,Zambia,ZMB,52.9,
2010,Zambia,ZMB,51.2,
2011,Zambia,ZMB,50.1,
2012,Zambia,ZMB,49.1,
2013,Zambia,ZMB,46.6,
2014,Zambia,ZMB,46,
2015,Zambia,ZMB,46.9,
2016,Zambia,ZMB,45.6,
2017,Zambia,ZMB,44.3,
2018,Zambia,ZMB,43.9,
2019,Zambia,ZMB,42.9,
2020,Zambia,ZMB,41.7,
1960,Israel,ISR,34.5,
1961,Israel,ISR,32.7,
1962,Israel,ISR,31,
1963,Israel,ISR,29.5,
1964,Israel,ISR,28.2,
1965,Israel,ISR,27.2,
1966,Israel,ISR,26.3,
1967,Israel,ISR,25.7,
1968,Israel,ISR,25.2,
1969,Israel,ISR,24.7,
1970,Israel,ISR,24.4,
1971,Israel,ISR,24.1,
1972,Israel,ISR,23.7,
1973,Israel,ISR,23.3,
1974,Israel,ISR,22.6,
1975,Israel,ISR,21.6,
1976,Israel,ISR,20.3,
1977,Israel,ISR,18.8,
1978,Israel,ISR,17.4,
1979,Israel,ISR,16.3,
1980,Israel,ISR,15.4,
1981,Israel,ISR,14.7,
1982,Israel,ISR,14.1,
1983,Israel,ISR,13.5,
1984,Israel,ISR,12.8,
1985,Israel,ISR,12.2,
1986,Israel,ISR,11.5,
1987,Israel,ISR,11,
1988,Israel,ISR,10.5,
1989,Israel,ISR,10.1,
1990,Israel,ISR,9.7,
1991,Israel,ISR,9.2,
1992,Israel,ISR,8.7,
1993,Israel,ISR,8.1,
1994,Israel,ISR,7.6,
1995,Israel,ISR,7.1,
1996,Israel,ISR,6.7,
1997,Israel,ISR,6.3,
1998,Israel,ISR,6.1,
1999,Israel,ISR,5.8,
2000,Israel,ISR,5.6,
2001,Israel,ISR,5.4,
2002,Israel,ISR,5.2,
2003,Israel,ISR,4.9,
2004,Israel,ISR,4.7,
2005,Israel,ISR,4.5,
2006,Israel,ISR,4.3,
2007,Israel,ISR,4.1,
2008,Israel,ISR,3.9,
2009,Israel,ISR,3.8,
2010,Israel,ISR,3.7,
2011,Israel,ISR,3.5,
2012,Israel,ISR,3.4,
2013,Israel,ISR,3.3,
2014,Israel,ISR,3.2,
2015,Israel,ISR,3.2,
2016,Israel,ISR,3.1,
2017,Israel,ISR,3,
2018,Israel,ISR,3,
2019,Israel,ISR,3,
2020,Israel,ISR,2.9,
1976,Djibouti,DJI,130.5,
1977,Djibouti,DJI,127,
1978,Djibouti,DJI,123.7,
1979,Djibouti,DJI,120.7,
1980,Djibouti,DJI,117.5,
1981,Djibouti,DJI,114.5,
1982,Djibouti,DJI,111.5,
1983,Djibouti,DJI,108.6,
1984,Djibouti,DJI,105.7,
1985,Djibouti,DJI,103,
1986,Djibouti,DJI,100.4,
1987,Djibouti,DJI,98,
1988,Djibouti,DJI,95.8,
1989,Djibouti,DJI,93.7,
1990,Djibouti,DJI,91.9,
1991,Djibouti,DJI,90.3,
1992,Djibouti,DJI,89,
1993,Djibouti,DJI,87.8,
1994,Djibouti,DJI,86.8,
1995,Djibouti,DJI,85.9,
1996,Djibouti,DJI,84.9,
1997,Djibouti,DJI,83.8,
1998,Djibouti,DJI,82.6,
1999,Djibouti,DJI,81.3,
2000,Djibouti,DJI,79.9,
2001,Djibouti,DJI,78.2,
2002,Djibouti,DJI,76.5,
2003,Djibouti,DJI,74.7,
2004,Djibouti,DJI,72.9,
2005,Djibouti,DJI,71.2,
2006,Djibouti,DJI,69.4,
2007,Djibouti,DJI,67.6,
2008,Djibouti,DJI,65.9,
2009,Djibouti,DJI,64.2,
2010,Djibouti,DJI,62.5,
2011,Djibouti,DJI,60.9,
2012,Djibouti,DJI,59.3,
2013,Djibouti,DJI,57.8,
2014,Djibouti,DJI,56.2,
2015,Djibouti,DJI,54.6,
2016,Djibouti,DJI,53.1,
2017,Djibouti,DJI,51.6,
2018,Djibouti,DJI,50.1,
2019,Djibouti,DJI,48.6,
2020,Djibouti,DJI,47.2,
1960,Ireland,IRL,30.4,
1961,Ireland,IRL,29.2,
1962,Ireland,IRL,28.1,
1963,Ireland,IRL,27.1,
1964,Ireland,IRL,26,
1965,Ireland,IRL,24.7,
1966,Ireland,IRL,23.3,
1967,Ireland,IRL,22,
1968,Ireland,IRL,20.8,
1969,Ireland,IRL,19.8,
1970,Ireland,IRL,19.1,
1971,Ireland,IRL,18.6,
1972,Ireland,IRL,18.2,
1973,Ireland,IRL,17.9,
1974,Ireland,IRL,17.5,
1975,Ireland,IRL,16.9,
1976,Ireland,IRL,16.2,
1977,Ireland,IRL,15.2,
1978,Ireland,IRL,14.1,
1979,Ireland,IRL,13,
1980,Ireland,IRL,12,
1981,Ireland,IRL,11.1,
1982,Ireland,IRL,10.3,
1983,Ireland,IRL,9.7,
1984,Ireland,IRL,9.3,
1985,Ireland,IRL,8.9,
1986,Ireland,IRL,8.7,
1987,Ireland,IRL,8.4,
1988,Ireland,IRL,8.2,
1989,Ireland,IRL,8,
1990,Ireland,IRL,7.6,
1991,Ireland,IRL,7.2,
1992,Ireland,IRL,6.8,
1993,Ireland,IRL,6.4,
1994,Ireland,IRL,6.2,
1995,Ireland,IRL,6.1,
1996,Ireland,IRL,6.1,
1997,Ireland,IRL,6.1,
1998,Ireland,IRL,6.1,
1999,Ireland,IRL,6.1,
2000,Ireland,IRL,6,
2001,Ireland,IRL,5.8,
2002,Ireland,IRL,5.5,
2003,Ireland,IRL,5.1,
2004,Ireland,IRL,4.7,
2005,Ireland,IRL,4.4,
2006,Ireland,IRL,4.1,
2007,Ireland,IRL,3.9,
2008,Ireland,IRL,3.8,
2009,Ireland,IRL,3.6,
2010,Ireland,IRL,3.5,
2011,Ireland,IRL,3.5,
2012,Ireland,IRL,3.4,
2013,Ireland,IRL,3.3,
2014,Ireland,IRL,3.3,
2015,Ireland,IRL,3.2,
2016,Ireland,IRL,3.1,
2017,Ireland,IRL,3,
2018,Ireland,IRL,2.8,
2019,Ireland,IRL,2.7,
2020,Ireland,IRL,2.6,
1975,West Bank and Gaza,PSE,76.9,yes
1976,West Bank and Gaza,PSE,72.9,yes
1977,West Bank and Gaza,PSE,69,yes
1978,West Bank and Gaza,PSE,65.5,yes
1979,West Bank and Gaza,PSE,62.1,yes
1980,West Bank and Gaza,PSE,58.9,yes
1981,West Bank and Gaza,PSE,56,yes
1982,West Bank and Gaza,PSE,53.2,yes
1983,West Bank and Gaza,PSE,50.6,yes
1984,West Bank and Gaza,PSE,48.1,yes
1985,West Bank and Gaza,PSE,45.7,yes
1986,West Bank and Gaza,PSE,43.5,yes
1987,West Bank and Gaza,PSE,41.4,yes
1988,West Bank and Gaza,PSE,39.4,yes
1989,West Bank and Gaza,PSE,37.6,yes
1990,West Bank and Gaza,PSE,36,yes
1991,West Bank and Gaza,PSE,34.5,yes
1992,West Bank and Gaza,PSE,33.2,yes
1993,West Bank and Gaza,PSE,32,yes
1994,West Bank and Gaza,PSE,30.8,yes
1995,West Bank and Gaza,PSE,29.8,yes
1996,West Bank and Gaza,PSE,28.8,yes
1997,West Bank and Gaza,PSE,27.8,yes
1998,West Bank and Gaza,PSE,26.9,yes
1999,West Bank and Gaza,PSE,26.1,yes
2000,West Bank and Gaza,PSE,25.3,yes
2001,West Bank and Gaza,PSE,24.6,yes
2002,West Bank and Gaza,PSE,23.9,yes
2003,West Bank and Gaza,PSE,23.2,yes
2004,West Bank and Gaza,PSE,22.5,yes
2005,West Bank and Gaza,PSE,21.9,yes
2006,West Bank and Gaza,PSE,21.2,yes
2007,West Bank and Gaza,PSE,20.5,yes
2008,West Bank and Gaza,PSE,19.9,yes
2009,West Bank and Gaza,PSE,19.3,yes
2010,West Bank and Gaza,PSE,18.8,yes
2011,West Bank and Gaza,PSE,18.3,yes
